case_id,epoch,Acc,MacF1,ClickF1
2,4,0.9575892857142857,0.9527780089317911,0.9678510998307953
2,5,0.9464285714285714,0.9404453306746428,0.9593220338983051
2,6,0.953125,0.9479712204752714,0.9643463497453311
2,7,0.953125,0.9476399579249661,0.9645868465430016
2,8,0.9397321428571429,0.9337129203908394,0.9536878216123499
2,9,0.9308035714285714,0.9224545632206371,0.9478991596638655
2,10,0.9151785714285714,0.9012987012987013,0.9383116883116883
2,11,0.9508928571428571,0.945578231292517,0.9625850340136054
2,12,0.9553571428571429,0.9505256648113791,0.9659863945578231
2,13,0.8928571428571429,0.886246297079983,0.9136690647482014
2,14,0.9575892857142857,0.9538832452932412,0.9669565217391304
2,15,0.9263392857142857,0.9207474952155803,0.9417989417989417
2,16,0.8883928571428571,0.8832530698188338,0.9077490774907749
2,17,0.9441964285714286,0.9386230744359625,0.9571183533447685
2,18,0.9441964285714286,0.9394853008715197,0.956369982547993
2,19,0.9441964285714286,0.9382522066566326,0.9574105621805792
2,20,0.9129464285714286,0.9065743389567682,0.9309734513274336
2,21,0.9285714285714286,0.9228500699601765,0.9438596491228071
2,22,0.9017857142857143,0.8966356237939425,0.9197080291970803
2,23,0.8214285714285714,0.8174669464420314,0.8443579766536965
2,24,0.9308035714285714,0.9231956111777815,0.9473684210526315
2,25,0.8214285714285714,0.8169598169598169,0.8455598455598455
2,26,0.9263392857142857,0.9189824582554704,0.9433962264150944
2,27,0.9285714285714286,0.9222222222222223,0.9444444444444444
2,28,0.9375,0.9305195524537498,0.9525423728813559
2,29,0.921875,0.9132853674587856,0.9405772495755518
2,30,0.8325892857142857,0.7812713602187287,0.8872180451127819
2,31,0.9419642857142857,0.9360730593607306,0.9554794520547946
2,32,0.9308035714285714,0.9243338073367005,0.9464594127806563
2,33,0.9464285714285714,0.9396646539920541,0.959866220735786
2,34,0.9441964285714286,0.9368284497588765,0.9584026622296173
2,35,0.9419642857142857,0.9344144144144144,0.9566666666666667
3,0,0.8950892857142857,0.8831877063049569,0.9204737732656514
3,1,0.921875,0.9140723042103475,0.9399656946826758
3,2,0.9486607142857143,0.9433643883804655,0.9606837606837607
3,3,0.9375,0.9309479246944842,0.9522184300341296
3,4,0.9464285714285714,0.9402560455192034,0.9594594594594594
3,5,0.9352678571428571,0.9292154971859455,0.9499136442141624
3,6,0.9397321428571429,0.9328950653241241,0.9543147208121827
3,7,0.9553571428571429,0.94937509887676,0.9667774086378738
3,8,0.9397321428571429,0.9333123831891632,0.9540034071550255
3,9,0.9419642857142857,0.9362619563551995,0.9553264604810997
3,10,0.9441964285714286,0.9380609767562755,0.9575551782682513
3,11,0.9419642857142857,0.9334795321637427,0.9572368421052632
3,12,0.9375,0.9293693693693694,0.9533333333333334
3,13,0.9419642857142857,0.9364469663902226,0.9551724137931035
3,14,0.9330357142857143,0.9285714285714286,0.9464285714285714
3,15,0.9598214285714286,0.9548993288590604,0.9697986577181208
3,16,0.9553571428571429,0.94937509887676,0.9667774086378738
3,17,0.9352678571428571,0.9259390159785206,0.9522240527182867
3,18,0.9017857142857143,0.8954847193060593,0.921146953405018
3,19,0.9308035714285714,0.9205414714245664,0.9490968801313628
3,20,0.8571428571428571,0.8188389314327595,0.9021406727828746
3,21,0.9397321428571429,0.932679945903528,0.954468802698145
3,22,0.9285714285714286,0.9187154132268892,0.9470198675496688
3,23,0.953125,0.9479712204752714,0.9643463497453311
3,24,0.8683035714285714,0.8626359634762997,0.8905380333951762
3,25,0.9419642857142857,0.9348545861297539,0.9563758389261745
3,26,0.9397321428571429,0.9307941847891386,0.9556650246305419
3,27,0.9508928571428571,0.9439171503357232,0.9636963696369637
3,28,0.9196428571428571,0.9109461966604824,0.9387755102040817
3,29,0.9441964285714286,0.9386230744359625,0.9571183533447685
3,30,0.9375,0.9313590299209841,0.9518900343642611
3,31,0.9508928571428571,0.9457447979742376,0.962457337883959
3,32,0.953125,0.9476399579249661,0.9645868465430016
3,33,0.9508928571428571,0.9459079733052336,0.9623287671232876
4,0,0.6607142857142857,0.4040676304827248,0.7951482479784366
4,1,0.6495535714285714,0.39377537212449254,0.7875507442489851
4,2,0.7566964285714286,0.6400916869965139,0.844950213371266
4,3,0.6651785714285714,0.4057724957555178,0.7983870967741935
4,4,0.640625,0.6403221382801008,0.6298850574712643
4,5,0.9285714285714286,0.919000158202816,0.946843853820598
4,6,0.9285714285714286,0.9192792792792792,0.9466666666666667
4,7,0.9107142857142857,0.9033065699732367,0.9300699300699301
4,8,0.9107142857142857,0.896504724282117,0.9348534201954397
4,9,0.90625,0.8973374072457442,0.9275862068965517
4,10,0.8973214285714286,0.8896669879002035,0.9187279151943463
4,11,0.90625,0.8909090909090909,0.9318181818181818
4,12,0.9285714285714286,0.9195528719894055,0.9464882943143813
4,13,0.9084821428571429,0.9012807489936204,0.9279437609841827
4,14,0.9308035714285714,0.9238926123005935,0.9468267581475128
4,15,0.9375,0.9293693693693694,0.9533333333333334
4,16,0.9151785714285714,0.9083844580777096,0.9333333333333333
4,17,0.8571428571428571,0.8508531002913026,0.8814814814814815
4,18,0.9196428571428571,0.9064935064935065,0.9415584415584416
4,19,0.9308035714285714,0.9231956111777815,0.9473684210526315
4,20,0.9330357142857143,0.9268786315858197,0.9480968858131488
4,21,0.9419642857142857,0.935068120498584,0.9562289562289562
4,22,0.9129464285714286,0.8955117662889095,0.9381933438985737
4,23,0.9040178571428571,0.8880930389269386,0.9303079416531604
4,24,0.9308035714285714,0.9213941668223162,0.9485903814262023
4,25,0.921875,0.9109369231206157,0.9421487603305785
4,26,0.9241071428571429,0.9145249264887433,0.9431438127090301
4,27,0.9241071428571429,0.9145249264887433,0.9431438127090301
4,28,0.9375,0.9309479246944842,0.9522184300341296
4,29,0.9285714285714286,0.920083840613642,0.9461279461279462
4,30,0.9129464285714286,0.9014523816238472,0.9351081530782029
4,31,0.9174107142857143,0.9086132658518162,0.9369676320272572
4,32,0.9151785714285714,0.9047874720357942,0.9362416107382551
4,33,0.9129464285714286,0.8976899429073342,0.9371980676328503
4,34,0.9107142857142857,0.9042980432367769,0.9290780141843972
4,35,0.7946428571428571,0.7918383838383838,0.816
4,36,0.8816964285714286,0.8733511486619835,0.9058614564831261
4,37,0.46205357142857145,0.44196527788545525,0.33608815426997246
4,38,0.8861607142857143,0.8775188562422604,0.91005291005291
4,39,0.921875,0.912733263208277,0.9409780775716695
4,40,0.9174107142857143,0.9109118954332672,0.9349736379613357
4,41,0.8125,0.8078078078078078,0.8378378378378378
4,42,0.9196428571428571,0.912975912975913,0.9370629370629371
4,43,0.9129464285714286,0.9033751237397898,0.933786078098472
4,44,0.9129464285714286,0.9060963222134439,0.9314586994727593
4,45,0.8459821428571429,0.8410391694049768,0.8690702087286527
4,46,0.9151785714285714,0.9024188925828269,0.9377049180327869
4,47,0.9241071428571429,0.9142342342342342,0.9433333333333334
4,48,0.9352678571428571,0.9288027663457166,0.9502572898799314
4,49,0.8727678571428571,0.8656671664167916,0.896551724137931
