Epoch,loss,Accuracy,AUC,macro_f1,mic_f1,fake_f1,fake_precision,fake_recall,true_f1,true_precision,true_recall
12,0.3632463965596271,0.9094827586206896,0.977475800446761,0.9038825757575758,0.9094827586206896,0.8806818181818182,0.7989690721649485,0.9810126582278481,0.9270833333333334,0.9888888888888889,0.8725490196078431
13,0.3669356278010777,0.9310344827586207,0.9767105154298006,0.9251597814472066,0.9310344827586207,0.9041916167664671,0.8579545454545454,0.9556962025316456,0.9461279461279462,0.9756944444444444,0.9183006535947712
14,0.3621943370133889,0.9245689655172413,0.9718733890091763,0.9184603875139958,0.9245689655172413,0.8961424332344213,0.848314606741573,0.949685534591195,0.9407783417935702,0.972027972027972,0.9114754098360656
15,0.35067685336625876,0.9375,0.9700510423713177,0.9317200399855889,0.9375,0.9118541033434651,0.8928571428571429,0.9316770186335404,0.9515859766277128,0.9628378378378378,0.9405940594059405
16,0.3497450910195583,0.9418103448275862,0.9727806734508149,0.9358902847785482,0.9418103448275862,0.9164086687306502,0.896969696969697,0.9367088607594937,0.9553719008264463,0.9665551839464883,0.9444444444444444
17,0.3432684425546342,0.9288793103448276,0.9595634764206726,0.9188669347788074,0.9288793103448276,0.8903654485049833,0.9305555555555556,0.8535031847133758,0.9473684210526315,0.928125,0.9674267100977199
18,0.3471361591535456,0.9030172413793104,0.9583953834698435,0.8851529369056197,0.9030172413793104,0.8398576512455516,0.959349593495935,0.7468354430379747,0.9304482225656878,0.8826979472140762,0.9836601307189542
19,0.34310151023023266,0.9267241379310345,0.9660452450775031,0.9189144736842105,0.9267241379310345,0.89375,0.8614457831325302,0.9285714285714286,0.944078947368421,0.9630872483221476,0.9258064516129032
20,0.3404628534276946,0.9224137931034483,0.9617177028559645,0.914884943847706,0.9224137931034483,0.8895705521472392,0.8682634730538922,0.9119496855345912,0.9401993355481728,0.9528619528619529,0.9278688524590164
21,0.34504916061874197,0.9461206896551724,0.9768017321373338,0.9397386945115458,0.9461206896551724,0.9201277955271565,0.935064935064935,0.9056603773584906,0.959349593495935,0.9516129032258065,0.9672131147540983
22,0.34920275937609313,0.8771551724137931,0.9663271022220379,0.8473604931004034,0.8771551724137931,0.7799227799227799,0.9901960784313726,0.643312101910828,0.9147982062780269,0.8453038674033149,0.996742671009772
23,0.34248499434535246,0.9245689655172413,0.9506650170120631,0.9127139824245518,0.9245689655172413,0.8805460750853242,0.9626865671641791,0.8113207547169812,0.9448818897637795,0.9090909090909091,0.9836065573770492
24,0.3346098413487442,0.9396551724137931,0.981355047499739,0.9317403274278628,0.9396551724137931,0.9084967320261438,0.9205298013245033,0.896774193548387,0.954983922829582,0.9488817891373802,0.9611650485436893
25,0.3325635029488251,0.9418103448275862,0.9781455592105264,0.93551276309897,0.9418103448275862,0.9153605015673981,0.9182389937106918,0.9125,0.9556650246305419,0.9540983606557377,0.9572368421052632
26,0.3327880960051753,0.9396551724137931,0.9690369818813602,0.9326127098072574,0.9396551724137931,0.910828025477707,0.9166666666666666,0.9050632911392406,0.9543973941368078,0.9512987012987013,0.9575163398692811
27,0.33142093550257323,0.9396551724137931,0.9630916507799849,0.9330240230951645,0.9396551724137931,0.9119496855345912,0.9235668789808917,0.9006211180124224,0.9540983606557377,0.9478827361563518,0.9603960396039604
28,0.32972872257232666,0.9418103448275862,0.9681360306360307,0.9347115750415609,0.9418103448275862,0.9131832797427653,0.9161290322580645,0.9102564102564102,0.9562398703403565,0.9546925566343042,0.9577922077922078
29,0.33287872887459125,0.9288793103448276,0.9731621816682132,0.9214152642842846,0.9288793103448276,0.897196261682243,0.8888888888888888,0.9056603773584906,0.9456342668863262,0.9503311258278145,0.940983606557377
30,0.3286594831142105,0.9331896551724138,0.977678111145479,0.9259590983728915,0.9331896551724138,0.9028213166144201,0.9,0.9056603773584906,0.9490968801313628,0.9506578947368421,0.9475409836065574
31,0.3279444117005132,0.9331896551724138,0.9733391608391609,0.9247977999801329,0.9331896551724138,0.8996763754045307,0.9084967320261438,0.8910256410256411,0.9499192245557351,0.9453376205787781,0.9545454545454546
32,0.32735479128460926,0.9288793103448276,0.9731599506578948,0.9214152642842846,0.9288793103448276,0.897196261682243,0.8944099378881988,0.9,0.9456342668863262,0.9471947194719472,0.944078947368421
33,0.32739078948477734,0.9267241379310345,0.974104409696368,0.9189144736842105,0.9267241379310345,0.89375,0.8827160493827161,0.9050632911392406,0.944078947368421,0.9503311258278145,0.9379084967320261
34,0.3292707575469458,0.8900862068965517,0.9673555611055611,0.8834142135731001,0.8900862068965517,0.8555240793201133,0.766497461928934,0.967948717948718,0.9113043478260869,0.9812734082397003,0.8506493506493507
35,0.33556588357236206,0.8943965517241379,0.965065773144701,0.8874850918736483,0.8943965517241379,0.8595988538681948,0.7853403141361257,0.9493670886075949,0.9153713298791019,0.9706959706959707,0.8660130718954249
36,0.33787961567149444,0.9181034482758621,0.9658931082981715,0.909375,0.9181034482758621,0.88125,0.8703703703703703,0.8924050632911392,0.9375,0.9437086092715232,0.9313725490196079
37,0.3284616973720679,0.8642241379310345,0.964086719731881,0.8562937836442741,0.8642241379310345,0.8225352112676056,0.7263681592039801,0.948051948051948,0.8900523560209425,0.9695817490494296,0.8225806451612904
38,0.34511622761477945,0.915948275862069,0.9638166823259213,0.9020095196322109,0.915948275862069,0.8650519031141869,0.9328358208955224,0.8064516129032258,0.9389671361502347,0.9090909090909091,0.970873786407767
39,0.3417736276858995,0.915948275862069,0.9568821527992577,0.9037810188705329,0.915948275862069,0.8695652173913043,0.9285714285714286,0.8176100628930818,0.9379968203497615,0.9104938271604939,0.9672131147540983
40,0.3336675442567393,0.9245689655172413,0.9789473684210527,0.9175931517067453,0.9245689655172413,0.8936170212765957,0.8698224852071006,0.91875,0.9415692821368948,0.9559322033898305,0.9276315789473685
41,0.3292099795922512,0.9224137931034483,0.981689111598288,0.913626209977662,0.9224137931034483,0.8860759493670886,0.8695652173913043,0.9032258064516129,0.9411764705882353,0.9504950495049505,0.9320388349514563
42,0.3240282049699992,0.9267241379310345,0.9641447368421052,0.9181725761945269,0.9267241379310345,0.89171974522293,0.9090909090909091,0.875,0.9446254071661238,0.9354838709677419,0.9539473684210527
43,0.32326841379414084,0.9245689655172413,0.9726356907894737,0.9166525530287867,0.9245689655172413,0.8909657320872274,0.8881987577639752,0.89375,0.942339373970346,0.9438943894389439,0.9407894736842105
44,0.3223466209503783,0.9202586206896551,0.9755242598684211,0.9128841889471307,0.9202586206896551,0.8875379939209727,0.863905325443787,0.9125,0.9382303839732888,0.9525423728813559,0.9243421052631579
45,0.3214486138660367,0.9224137931034483,0.9706773894215899,0.9155817902482413,0.9224137931034483,0.891566265060241,0.8554913294797688,0.9308176100628931,0.9395973154362416,0.9621993127147767,0.9180327868852459
46,0.32174946956273887,0.9137931034482759,0.9726157335807816,0.9064497268090083,0.9137931034482759,0.8802395209580839,0.84,0.9245283018867925,0.9326599326599326,0.9584775086505191,0.9081967213114754
47,0.3234027501414804,0.9224137931034483,0.9296868612541901,0.9151219512195121,0.9224137931034483,0.8902439024390244,0.8795180722891566,0.9012345679012346,0.94,0.9463087248322147,0.9337748344370861
48,0.3203053960279256,0.9267241379310345,0.9544592226002682,0.9202716907900057,0.9267241379310345,0.8975903614457831,0.861271676300578,0.9371069182389937,0.9429530201342282,0.9656357388316151,0.921311475409836
49,0.32366096472539824,0.4073275862068966,0.9458500876379008,0.3609487607113702,0.4073275862068966,0.533106960950764,0.36511627906976746,0.9874213836477987,0.1887905604719764,0.9411764705882353,0.10491803278688525
