Epoch,loss,Accuracy,AUC,macro_f1,mic_f1,fake_f1,fake_precision,fake_recall,true_f1,true_precision,true_recall
30,0.3364493406119467,0.9310344827586207,0.9639702760084926,0.9209118994353893,0.9310344827586207,0.8926174496644296,0.8986486486486487,0.8866666666666667,0.9492063492063492,0.9462025316455697,0.9522292993630573
31,0.33411284805345937,0.9331896551724138,0.9706112603939656,0.9237840902467586,0.9331896551724138,0.8970099667774086,0.9,0.8940397350993378,0.9505582137161085,0.9490445859872612,0.952076677316294
32,0.3342724492569931,0.9353448275862069,0.9756452429149798,0.9266194331983806,0.9353448275862069,0.9013157894736842,0.9013157894736842,0.9013157894736842,0.9519230769230769,0.9519230769230769,0.9519230769230769
33,0.33419773658784496,0.3232758620689655,0.9568259023354564,0.24429967426710097,0.3232758620689655,0.48859934853420195,0.3232758620689655,1.0,0.0,0.0,0.0
34,0.3346849051343293,0.32112068965517243,0.9705337168424417,0.24306688417618272,0.32112068965517243,0.48613376835236544,0.32112068965517243,1.0,0.0,0.0,0.0
35,0.3317471973034514,0.9310344827586207,0.9707163803937997,0.9222454964390447,0.9310344827586207,0.8961038961038961,0.8961038961038961,0.8961038961038961,0.9483870967741935,0.9483870967741935,0.9483870967741935
36,0.33072776303571816,0.3275862068965517,0.9760247975708501,0.24675324675324675,0.3275862068965517,0.4935064935064935,0.3275862068965517,1.0,0.0,0.0,0.0
37,0.32868015390484273,0.3232758620689655,0.9692887473460723,0.24429967426710097,0.3232758620689655,0.48859934853420195,0.3232758620689655,1.0,0.0,0.0,0.0
38,0.3263784058454658,0.3275862068965517,0.961622807017544,0.24675324675324675,0.3275862068965517,0.4935064935064935,0.3275862068965517,1.0,0.0,0.0,0.0
39,0.3270042809117742,0.3232758620689655,0.5,0.24429967426710097,0.3232758620689655,0.48859934853420195,0.3232758620689655,1.0,0.0,0.0,0.0
40,0.33218603650061024,0.8685344827586207,0.9741983594332587,0.8602457943879087,0.8685344827586207,0.8262108262108262,0.7178217821782178,0.9731543624161074,0.8942807625649913,0.9847328244274809,0.819047619047619
41,0.34605862087562306,0.9353448275862069,0.9216130687649675,0.9235886963968118,0.9353448275862069,0.8936170212765957,0.9402985074626866,0.8513513513513513,0.9535603715170279,0.9333333333333333,0.9746835443037974
42,0.33883911120791393,0.3275862068965517,0.7162618083670715,0.24675324675324675,0.3275862068965517,0.4935064935064935,0.3275862068965517,1.0,0.0,0.0,0.0
43,0.3586502200415154,0.32112068965517243,0.925173111750293,0.24306688417618272,0.32112068965517243,0.48613376835236544,0.32112068965517243,1.0,0.0,0.0,0.0
44,0.35667545730326355,0.3275862068965517,0.9410952260458839,0.24675324675324675,0.3275862068965517,0.4935064935064935,0.3275862068965517,1.0,0.0,0.0,0.0
45,0.34127265039612265,0.32112068965517243,0.5,0.24306688417618272,0.32112068965517243,0.48613376835236544,0.32112068965517243,1.0,0.0,0.0,0.0
46,0.33347207057375866,0.3232758620689655,0.5,0.24429967426710097,0.3232758620689655,0.48859934853420195,0.3232758620689655,1.0,0.0,0.0,0.0
47,0.32835099176198496,0.3275862068965517,0.9589237516869096,0.24675324675324675,0.3275862068965517,0.4935064935064935,0.3275862068965517,1.0,0.0,0.0,0.0
48,0.32921918876030865,0.3297413793103448,0.9573166887333711,0.2479740680713128,0.3297413793103448,0.4959481361426256,0.3297413793103448,1.0,0.0,0.0,0.0
49,0.32672695402337726,0.3232758620689655,0.9682271762208068,0.24429967426710097,0.3232758620689655,0.48859934853420195,0.3232758620689655,1.0,0.0,0.0,0.0
